distance,U_0,U_1,U_2
0,0.1097223047,-0.1097006961,-1.173670243e-21
0.0005024366777,0.1070968786,-0.1069105602,-1.011987675e-20
0.001004873355,0.1045678818,-0.1042586893,-2.176151866e-20
0.001507310033,0.1025291516,-0.1023097875,-4.710732532e-20
0.002009746711,0.1005558234,-0.1004112964,-7.013570488e-20
0.002512183388,0.0991764785,-0.09897063731,-7.211710991e-20
0.003014620066,0.09779713365,-0.09752997823,-7.409851493e-20
0.003517056744,0.09689389952,-0.09653008468,-5.874705743e-20
0.004019493421,0.09602608717,-0.09556298329,-4.210606613e-20
0.004521930099,0.09542658409,-0.09485496396,-3.402204163e-20
0.005024366777,0.09496909346,-0.09428407326,-3.046710337e-20
0.005526803455,0.09459736107,-0.09379484159,-2.776686079e-20
0.006029240132,0.0944656959,-0.09353420207,-2.745920986e-20
0.00653167681,0.09433403074,-0.09327356255,-2.715155894e-20
0.007034113488,0.09438811832,-0.09318703187,-3.990971195e-20
0.007536550165,0.09450314612,-0.09315762137,-5.695438587e-20
0.008038986843,0.09463859452,-0.09314713084,-7.355442481e-20
0.008541423521,0.09492781761,-0.09327911468,-8.680619755e-20
0.009043860198,0.09521704069,-0.09341109853,-1.000579703e-19
0.009546296876,0.09554499862,-0.09357838739,-1.07348318e-19
0.01004873355,0.09594498831,-0.09381132988,-1.035527269e-19
0.01055117023,0.09634497801,-0.09404427237,-9.975713573e-20
0.01105360691,0.09677047251,-0.09429964291,-9.660688428e-20
0.01155604359,0.09722793248,-0.09458312282,-9.426544501e-20
0.01205848026,0.09768539246,-0.09486660272,-9.192400574e-20
0.01256091694,0.09814859545,-0.09515418592,-8.772805714e-20
0.01306335362,0.09862068401,-0.09544811769,-8.066282269e-20
0.0135657903,0.09909277257,-0.09574204947,-7.359758824e-20
0.01406822698,0.09956147859,-0.09603229432,-6.367424117e-20
0.01457066365,0.1000156537,-0.09630670064,-4.147282239e-20
0.01507310033,0.1004698288,-0.09658110697,-1.92714036e-20
0.01557553701,0.1009240039,-0.09685551329,2.930015189e-21
0.01607797369,0.1013445577,-0.0970968431,2.878456657e-20
0.01658041036,0.1017579735,-0.09733115067,5.54146896e-20
0.01708284704,0.1021713893,-0.09756545823,8.204481263e-20
0.01758528372,0.1025687338,-0.09778444484,1.069045368e-19
0.0180877204,0.1029272478,-0.09796641396,1.274867355e-19
0.01859015707,0.1032857618,-0.09814838308,1.480689342e-19
0.01909259375,0.1036442758,-0.0983303522,1.686511329e-19
0.01959503043,0.1039668053,-0.0984787018,2.013003271e-19
0.02009746711,0.1042636993,-0.09860310058,2.425461468e-19
0.02059990379,0.1045605932,-0.09872749936,2.837919664e-19
0.02110234046,0.1048574872,-0.09885189815,3.250377861e-19
0.02160477714,0.1051113644,-0.09893679976,3.575247185e-19
0.02210721382,0.1053458954,-0.09900393801,3.86072449e-19
0.0226096505,0.1055804263,-0.09907107626,4.146201795e-19
0.02311208717,0.1058149573,-0.09913821451,4.431679101e-19
0.02361452385,0.1060142549,-0.09917356477,4.476032669e-19
0.02411696053,0.1061901492,-0.09918780037,4.360223707e-19
0.02461939721,0.1063660436,-0.09920203596,4.244414745e-19
0.02512183388,0.1065419379,-0.09921627156,4.128605783e-19
0.02562427056,0.1067018714,-0.09921638625,3.971289665e-19
0.02612670724,0.1068258653,-0.09918470457,3.720510915e-19
0.02662914392,0.1069498592,-0.09915302289,3.469732166e-19
0.0271315806,0.1070738531,-0.09912134121,3.218953416e-19
0.02763401727,0.107197847,-0.09908965953,2.968174667e-19
